amazon revenue,author revenue,average rating,genre,gross sales,name,publisher revenue,sale price,sales rank,sold by,total reviews,type,units sold
0.598,0.598,3.3,genre fiction,2.99,(Single-Author Publisher),1.794,2.99,92621,"Amazon Digital Services,  Inc.",94,single author,1
0.6435,0.3465,4.33,nonfiction,0.99,(Indie Publisher),0,0.99,92624,"Amazon Digital Services,  Inc.",3,indie,1
0.922,0.922,5,children,4.61,(Small or Medium Publisher),2.766,4.61,92627,"Amazon Digital Services,  Inc.",4,small/medium,1
0.6435,0.3465,4.66,children,0.99,(Indie Publisher),0,0.99,92632,"Amazon Digital Services,  Inc.",3,indie,1
0.474,0.474,3.85,genre fiction,2.37,(Small or Medium Publisher),1.422,2.37,92633,"Amazon Digital Services,  Inc.",28,small/medium,1
0.598,0.598,5,children,2.99,(Small or Medium Publisher),1.794,2.99,92641,"Amazon Digital Services,  Inc.",1,small/medium,1
2.626,2.626,4.66,nonfiction,13.13,Portfolio,7.878,13.13,92647,Penguin Group (USA) LLC,63,big five,1
2.098,2.098,3.88,comics,10.49,(Small or Medium Publisher),6.294,10.49,92648,"Amazon Digital Services,  Inc.",17,small/medium,1
0.598,0.598,4.85,nonfiction,2.99,(Single-Author Publisher),1.794,2.99,92651,"Amazon Digital Services,  Inc.",21,single author,1
0.897,2.093,4.09,genre fiction,2.99,(Indie Publisher),0,2.99,92669,"Amazon Digital Services,  Inc.",11,indie,1
0.897,2.093,4.57,children,2.99,(Indie Publisher),0,2.99,92671,"Amazon Digital Services,  Inc.",35,indie,1
0.897,2.093,0,nonfiction,2.99,(Indie Publisher),0,2.99,92676,"Amazon Digital Services,  Inc.",0,indie,1
0.592,0.592,4.17,children,2.96,(Small or Medium Publisher),1.776,2.96,92679,"Amazon Digital Services,  Inc.",28,small/medium,1
2.598,2.598,4.78,nonfiction,12.99,(Small or Medium Publisher),7.794,12.99,92690,"Amazon Digital Services,  Inc.",50,small/medium,1
0.764,0.764,4.8,genre fiction,3.82,(Small or Medium Publisher),2.292,3.82,92691,"Amazon Digital Services,  Inc.",5,small/medium,1
1.538,1.538,4.61,comics,7.69,(Single-Author Publisher),4.614,7.69,92697,"Amazon Digital Services,  Inc.",57,single author,1
0.897,2.093,1,nonfiction,2.99,(Indie Publisher),0,2.99,92700,"Amazon Digital Services,  Inc.",1,indie,1
0.198,0.198,3.31,nonfiction,0.99,(Single-Author Publisher),0.594,0.99,92707,"Amazon Digital Services,  Inc.",16,single author,1
0.832,0.832,4.53,genre fiction,4.16,(Small or Medium Publisher),2.496,4.16,92709,"Amazon Digital Services,  Inc.",30,small/medium,1
6.398,6.398,4.5,nonfiction,31.99,(Small or Medium Publisher),19.194,31.99,92714,"Amazon Digital Services,  Inc.",2,small/medium,1
2.991,6.979,4.92,nonfiction,9.97,(Indie Publisher),0,9.97,92718,"Amazon Digital Services,  Inc.",13,indie,1
3.3,3.3,4,nonfiction,16.5,(Small or Medium Publisher),9.9,16.5,92719,"Amazon Digital Services,  Inc.",8,small/medium,1
0.897,2.093,0,nonfiction,2.99,(Indie Publisher),0,2.99,92735,"Amazon Digital Services,  Inc.",0,indie,1
0.897,2.093,4,children,2.99,(Indie Publisher),0,2.99,92738,"Amazon Digital Services,  Inc.",7,indie,1
1.198,1.198,4.53,nonfiction,5.99,Watson-Guptill,3.594,5.99,92740,Random House LLC,32,big five,1
3.696,3.696,3.4,nonfiction,18.48,(Small or Medium Publisher),11.088,18.48,92742,"Amazon Digital Services,  Inc.",15,small/medium,1
0.398,0.398,4.12,comics,1.99,(Single-Author Publisher),1.194,1.99,92747,"Amazon Digital Services,  Inc.",16,single author,1
2.398,2.398,4.58,nonfiction,11.99,(Small or Medium Publisher),7.194,11.99,92751,"Amazon Digital Services,  Inc.",41,small/medium,1
0.6435,0.3465,5,children,0.99,(Indie Publisher),0,0.99,92753,"Amazon Digital Services,  Inc.",7,indie,1
0.6435,0.3465,3.66,nonfiction,0.99,(Indie Publisher),0,0.99,92760,"Amazon Digital Services,  Inc.",80,indie,1
3.294,3.294,3.77,nonfiction,16.47,(Small or Medium Publisher),9.882,16.47,92768,"Amazon Digital Services,  Inc.",40,small/medium,1
2.997,6.993,4.83,nonfiction,9.99,(Indie Publisher),0,9.99,92769,"Amazon Digital Services,  Inc.",6,indie,1
0.6,0.6,4.82,genre fiction,3,(Small or Medium Publisher),1.8,3,92775,"Amazon Digital Services,  Inc.",144,small/medium,1
1.998,1.998,0,nonfiction,9.99,(Single-Author Publisher),5.994,9.99,92777,"Amazon Digital Services,  Inc.",0,single author,1
1.185,2.765,4.77,nonfiction,3.95,(Indie Publisher),0,3.95,92779,"Amazon Digital Services,  Inc.",9,indie,1
0.897,2.093,4.33,nonfiction,2.99,(Indie Publisher),0,2.99,92780,"Amazon Digital Services,  Inc.",15,indie,1
4.898,4.898,4.67,nonfiction,24.49,(Small or Medium Publisher),14.694,24.49,92783,Cengage Learning,40,small/medium,1
2.198,2.198,4.41,nonfiction,10.99,(Small or Medium Publisher),6.594,10.99,92790,"Amazon Digital Services,  Inc.",53,small/medium,1
1.196,1.196,4.71,children,5.98,Knopf Books for Young Readers,3.588,5.98,92791,Random House LLC,60,big five,1
1.836,1.836,4.76,nonfiction,9.18,Scribner,5.508,9.18,92792,Simon and Schuster Digital Sales Inc,75,big five,1
1.592,1.592,4.25,nonfiction,7.96,(Single-Author Publisher),4.776,7.96,92795,"Amazon Digital Services,  Inc.",77,single author,1
11.184,11.184,4.33,nonfiction,55.92,(Small or Medium Publisher),33.552,55.92,92818,"Amazon Digital Services,  Inc.",3,small/medium,1
1.024,1.024,4.66,children,5.12,Aladdin,3.072,5.12,92818,Simon and Schuster Digital Sales Inc,3,big five,1
0.852,0.852,4.47,children,4.26,Random House Books for Young Readers,2.556,4.26,92821,Random House LLC,44,big five,1
0.764,0.764,4.83,children,3.82,(Small or Medium Publisher),2.292,3.82,92828,"Amazon Digital Services,  Inc.",12,small/medium,1
2.798,2.798,4.79,nonfiction,13.99,(Small or Medium Publisher),8.394,13.99,92829,"Amazon Digital Services,  Inc.",44,small/medium,1
1.998,1.998,0,nonfiction,9.99,(Small or Medium Publisher),5.994,9.99,92832,"Amazon Digital Services,  Inc.",0,small/medium,1
0.897,2.093,4.75,nonfiction,2.99,(Indie Publisher),0,2.99,92844,"Amazon Digital Services,  Inc.",8,indie,1
1.398,1.398,4.33,nonfiction,6.99,(Small or Medium Publisher),4.194,6.99,92846,"Amazon Digital Services,  Inc.",9,small/medium,1
0.922,0.922,4.16,genre fiction,4.61,(Small or Medium Publisher),2.766,4.61,92852,"Amazon Digital Services,  Inc.",24,small/medium,1
0.852,0.852,5,children,4.26,Random House Books for Young Readers,2.556,4.26,92852,Random House LLC,4,big five,1
0.998,0.998,4.66,children,4.99,(Small or Medium Publisher),2.994,4.99,92865,"Amazon Digital Services,  Inc.",145,small/medium,1
12.238,12.238,5,nonfiction,61.19,(Small or Medium Publisher),36.714,61.19,92869,"Amazon Digital Services,  Inc.",1,small/medium,1
1.23,1.23,3.84,nonfiction,6.15,(Small or Medium Publisher),3.69,6.15,92897,"Amazon Digital Services,  Inc.",26,small/medium,1
1.392,1.392,4.16,nonfiction,6.96,(Small or Medium Publisher),4.176,6.96,92906,"Amazon Digital Services,  Inc.",6,small/medium,1
0.6435,0.3465,4.75,nonfiction,0.99,(Indie Publisher),0,0.99,92910,"Amazon Digital Services,  Inc.",4,indie,1
0.798,0.798,4.87,nonfiction,3.99,(Single-Author Publisher),2.394,3.99,92915,"Amazon Digital Services,  Inc.",8,single author,1
1.2935,0.6965,3.38,nonfiction,1.99,(Indie Publisher),0,1.99,92917,"Amazon Digital Services,  Inc.",18,indie,1
1.998,1.998,4.88,nonfiction,9.99,(Small or Medium Publisher),5.994,9.99,92919,"Amazon Digital Services,  Inc.",9,small/medium,1
1.998,1.998,3.85,nonfiction,9.99,Vintage,5.994,9.99,92928,Random House LLC,27,big five,1
3.85,3.85,4.35,nonfiction,19.25,Palgrave Macmillan,11.55,19.25,92938,Macmillan,14,big five,1
1.196,1.196,4.66,children,5.98,Aladdin,3.588,5.98,92949,Simon and Schuster Digital Sales Inc,62,big five,1
3.454,3.454,5,nonfiction,17.27,(Small or Medium Publisher),10.362,17.27,92955,"Amazon Digital Services,  Inc.",2,small/medium,1
0.198,0.198,0,nonfiction,0.99,(Single-Author Publisher),0.594,0.99,92958,"Amazon Digital Services,  Inc.",0,single author,1
3.2,3.2,4.15,nonfiction,16,(Small or Medium Publisher),9.6,16,92965,"Amazon Digital Services,  Inc.",19,small/medium,1
2.2,2.2,4.29,foreign language,11,(Small or Medium Publisher),6.6,11,92971,"Amazon Digital Services,  Inc.",55,small/medium,1
1.2935,0.6965,0,children,1.99,(Indie Publisher),0,1.99,92972,"Amazon Digital Services,  Inc.",0,indie,1
0.598,0.598,4.5,nonfiction,2.99,(Single-Author Publisher),1.794,2.99,92987,"Amazon Digital Services,  Inc.",20,single author,1
1.114,1.114,4.18,nonfiction,5.57,(Small or Medium Publisher),3.342,5.57,92990,"Amazon Digital Services,  Inc.",16,small/medium,1
1.196,1.196,4.87,nonfiction,5.98,Zondervan,3.588,5.98,92993,HarperCollins Publishing,8,big five,1
0.998,0.998,0,genre fiction,4.99,(Small or Medium Publisher),2.994,4.99,92997,"Amazon Digital Services,  Inc.",0,small/medium,1
3.198,3.198,4.29,nonfiction,15.99,(Small or Medium Publisher),9.594,15.99,93005,"Amazon Digital Services,  Inc.",17,small/medium,1
2.998,2.998,4.89,nonfiction,14.99,(Small or Medium Publisher),8.994,14.99,93006,"Amazon Digital Services,  Inc.",28,small/medium,1
0.6435,0.3465,5,children,0.99,(Indie Publisher),0,0.99,93019,"Amazon Digital Services,  Inc.",4,indie,1
3.99,3.99,5,nonfiction,19.95,(Single-Author Publisher),11.97,19.95,93027,"Amazon Digital Services,  Inc.",3,single author,1
1.776,1.776,4.81,children,8.88,Dial,5.328,8.88,93030,Penguin Group (USA) LLC,11,big five,1
5.498,5.498,5,nonfiction,27.49,(Small or Medium Publisher),16.494,27.49,93033,"Amazon Digital Services,  Inc.",2,small/medium,1
0.922,0.922,4.36,genre fiction,4.61,(Small or Medium Publisher),2.766,4.61,93039,"Amazon Digital Services,  Inc.",25,small/medium,1
5.642,5.642,4.77,nonfiction,28.21,(Single-Author Publisher),16.926,28.21,93050,"Amazon Digital Services,  Inc.",31,single author,1
2.198,2.198,4.29,nonfiction,10.99,(Small or Medium Publisher),6.594,10.99,93058,"Amazon Digital Services,  Inc.",37,small/medium,1
0.6435,0.3465,4.8,children,0.99,(Indie Publisher),0,0.99,93058,"Amazon Digital Services,  Inc.",5,indie,1
2.134,2.134,3.66,nonfiction,10.67,HarperCollins e-books,6.402,10.67,93064,HarperCollins Publishers,80,big five,1
0.198,0.198,4.27,nonfiction,0.99,(Small or Medium Publisher),0.594,0.99,93069,"Amazon Digital Services,  Inc.",18,small/medium,1
2.074,2.074,4.2,nonfiction,10.37,Touchstone,6.222,10.37,93073,Simon and Schuster Digital Sales Inc,25,big five,1
1.754,1.754,5,nonfiction,8.77,(Single-Author Publisher),5.262,8.77,93082,"Amazon Digital Services,  Inc.",2,single author,1
1.182,1.182,0,nonfiction,5.91,(Single-Author Publisher),3.546,5.91,93084,"Amazon Digital Services,  Inc.",0,single author,1
0.598,0.598,0,nonfiction,2.99,(Small or Medium Publisher),1.794,2.99,93088,"Amazon Digital Services,  Inc.",0,small/medium,1
0.998,0.998,4.43,nonfiction,4.99,(Small or Medium Publisher),2.994,4.99,93103,"Amazon Digital Services,  Inc.",23,small/medium,1
0.6435,0.3465,0,foreign language,0.99,(Indie Publisher),0,0.99,93106,"Amazon Digital Services,  Inc.",0,indie,1
1.497,3.493,4.42,nonfiction,4.99,(Indie Publisher),0,4.99,93107,"Amazon Digital Services,  Inc.",14,indie,1
0.6435,0.3465,4.69,nonfiction,0.99,(Indie Publisher),0,0.99,93109,"Amazon Digital Services,  Inc.",13,indie,1
1.998,1.998,5,nonfiction,9.99,(Small or Medium Publisher),5.994,9.99,93110,"Amazon Digital Services,  Inc.",2,small/medium,1
2.018,2.018,4.82,nonfiction,10.09,(Single-Author Publisher),6.054,10.09,93115,"Amazon Digital Services,  Inc.",34,single author,1
1.406,1.406,4.66,nonfiction,7.03,(Small or Medium Publisher),4.218,7.03,93118,"Amazon Digital Services,  Inc.",3,small/medium,1
2.7,2.7,4.46,nonfiction,13.5,(Small or Medium Publisher),8.1,13.5,93119,"Amazon Digital Services,  Inc.",49,small/medium,1
3.596,3.596,4.9,nonfiction,17.98,(Small or Medium Publisher),10.788,17.98,93120,"Amazon Digital Services,  Inc.",10,small/medium,1
0.952,0.952,4.48,children,4.76,(Small or Medium Publisher),2.856,4.76,93122,"Amazon Digital Services,  Inc.",78,small/medium,1
1.998,1.998,5,nonfiction,9.99,(Small or Medium Publisher),5.994,9.99,93123,"Amazon Digital Services,  Inc.",2,small/medium,1
1.878,1.878,4.14,nonfiction,9.39,(Small or Medium Publisher),5.634,9.39,93128,"Amazon Digital Services,  Inc.",7,small/medium,1
1.998,1.998,4.12,nonfiction,9.99,(Small or Medium Publisher),5.994,9.99,93129,"Amazon Digital Services,  Inc.",31,small/medium,1
1.778,1.778,4.57,nonfiction,8.89,Chicken Soup for the Soul,5.334,8.89,93129,Simon and Schuster Digital Sales Inc,7,big five,1
0.764,0.764,0,genre fiction,3.82,(Small or Medium Publisher),2.292,3.82,93137,"Amazon Digital Services,  Inc.",0,small/medium,1
1.398,1.398,4.8,nonfiction,6.99,(Single-Author Publisher),4.194,6.99,93145,"Amazon Digital Services,  Inc.",40,single author,1
1.998,1.998,4.25,nonfiction,9.99,(Small or Medium Publisher),5.994,9.99,93152,"Amazon Digital Services,  Inc.",68,small/medium,1
2.998,2.998,4.6,nonfiction,14.99,(Small or Medium Publisher),8.994,14.99,93157,"Amazon Digital Services,  Inc.",48,small/medium,1
0.998,0.998,4.42,children,4.99,(Small or Medium Publisher),2.994,4.99,93163,"Amazon Digital Services,  Inc.",7,small/medium,1
1.718,1.718,4.86,nonfiction,8.59,(Small or Medium Publisher),5.154,8.59,93171,"Amazon Digital Services,  Inc.",22,small/medium,1
0.798,0.798,4.5,nonfiction,3.99,(Small or Medium Publisher),2.394,3.99,93177,"Amazon Digital Services,  Inc.",2,small/medium,1
0.6435,0.3465,4.08,genre fiction,0.99,(Indie Publisher),0,0.99,93183,"Amazon Digital Services,  Inc.",12,indie,1
2.368,2.368,4.68,nonfiction,11.84,Watson-Guptill,7.104,11.84,93186,Random House LLC,22,big five,1
4,4,3.66,nonfiction,20,(Small or Medium Publisher),12,20,93188,"Amazon Digital Services,  Inc.",3,small/medium,1
4.598,4.598,4.69,nonfiction,22.99,(Small or Medium Publisher),13.794,22.99,93190,"Amazon Digital Services,  Inc.",13,small/medium,1
4.898,4.898,4.25,nonfiction,24.49,(Small or Medium Publisher),14.694,24.49,93199,"Amazon Digital Services,  Inc.",12,small/medium,1
0.6435,0.3465,3.9,children,0.99,(Indie Publisher),0,0.99,93228,"Amazon Digital Services,  Inc.",11,indie,1
0.598,0.598,5,children,2.99,(Small or Medium Publisher),1.794,2.99,93229,"Amazon Digital Services,  Inc.",6,small/medium,1
2.998,2.998,4.78,comics,14.99,(Single-Author Publisher),8.994,14.99,93238,"Amazon Digital Services,  Inc.",32,single author,1
1.998,1.998,4.33,children,9.99,(Single-Author Publisher),5.994,9.99,93251,"Amazon Digital Services,  Inc.",9,single author,1
1.518,1.518,2.64,nonfiction,7.59,(Single-Author Publisher),4.554,7.59,93251,"Amazon Digital Services,  Inc.",37,single author,1
0.598,0.598,4.33,children,2.99,(Single-Author Publisher),1.794,2.99,93255,"Amazon Digital Services,  Inc.",9,single author,1
0.6435,0.3465,3.42,children,0.99,(Indie Publisher),0,0.99,93266,"Amazon Digital Services,  Inc.",7,indie,1
1.538,1.538,4.5,genre fiction,7.69,(Small or Medium Publisher),4.614,7.69,93270,"Amazon Digital Services,  Inc.",20,small/medium,1
9.198,9.198,4.97,nonfiction,45.99,(Small or Medium Publisher),27.594,45.99,93292,"Amazon Digital Services,  Inc.",46,small/medium,1
0.897,2.093,4.4,nonfiction,2.99,(Indie Publisher),0,2.99,93294,"Amazon Digital Services,  Inc.",5,indie,1
1.738,1.738,4.78,nonfiction,8.69,(Single-Author Publisher),5.214,8.69,93297,"Amazon Digital Services,  Inc.",38,single author,1
1.738,1.738,4.27,nonfiction,8.69,(Small or Medium Publisher),5.214,8.69,93298,"Amazon Digital Services,  Inc.",11,small/medium,1
1.598,1.598,3.39,nonfiction,7.99,Crown Archetype,4.794,7.99,93306,Random House LLC,272,big five,1
0.897,2.093,5,nonfiction,2.99,(Indie Publisher),0,2.99,93316,"Amazon Digital Services,  Inc.",4,indie,1
0.598,0.598,4.31,children,2.99,DK Publishing,1.794,2.99,93323,Penguin Group (USA) LLC,19,big five,1
0.975,0.525,4,nonfiction,1.5,(Indie Publisher),0,1.5,93331,"Amazon Digital Services,  Inc.",8,indie,1
0.598,0.598,0,nonfiction,2.99,(Single-Author Publisher),1.794,2.99,93337,"Amazon Digital Services,  Inc.",0,single author,1
1.998,1.998,4.62,nonfiction,9.99,(Small or Medium Publisher),5.994,9.99,93351,"Amazon Digital Services,  Inc.",58,small/medium,1
1.998,1.998,3.81,nonfiction,9.99,(Single-Author Publisher),5.994,9.99,93364,"Amazon Digital Services,  Inc.",16,single author,1
6.8445,3.6855,4,nonfiction,10.53,(Indie Publisher),0,10.53,93366,"Amazon Digital Services,  Inc.",14,indie,1
0.764,0.764,5,genre fiction,3.82,(Small or Medium Publisher),2.292,3.82,93372,"Amazon Digital Services,  Inc.",3,small/medium,1
0.998,0.998,4.75,genre fiction,4.99,(Small or Medium Publisher),2.994,4.99,93394,"Amazon Digital Services,  Inc.",4,small/medium,1
1.946,1.946,4.29,nonfiction,9.73,Free Press,5.838,9.73,93398,Simon and Schuster Digital Sales Inc,72,big five,1
0.998,0.998,4.86,children,4.99,(Small or Medium Publisher),2.994,4.99,93399,"Amazon Digital Services,  Inc.",53,small/medium,1
1.197,2.793,3.15,nonfiction,3.99,(Indie Publisher),0,3.99,93411,"Amazon Digital Services,  Inc.",20,indie,1
1.998,1.998,5,nonfiction,9.99,(Small or Medium Publisher),5.994,9.99,93422,"Amazon Digital Services,  Inc.",22,small/medium,1
0.798,0.798,0,foreign language,3.99,(Small or Medium Publisher),2.394,3.99,93429,"Amazon Digital Services,  Inc.",0,small/medium,1
1.197,2.793,4.31,genre fiction,3.99,(Indie Publisher),0,3.99,93430,"Amazon Digital Services,  Inc.",22,indie,1
1.196,1.196,4.84,children,5.98,HarperCollins,3.588,5.98,93430,HarperCollins Publishers,13,big five,1
2.098,2.098,4.8,nonfiction,10.49,(Small or Medium Publisher),6.294,10.49,93433,"Amazon Digital Services,  Inc.",61,small/medium,1
0.692,0.692,0,foreign language,3.46,(Small or Medium Publisher),2.076,3.46,93436,"Amazon Digital Services,  Inc.",0,small/medium,1
2.798,2.798,4.5,nonfiction,13.99,(Small or Medium Publisher),8.394,13.99,93444,"Amazon Digital Services,  Inc.",2,small/medium,1
0.6435,0.3465,3.5,nonfiction,0.99,(Indie Publisher),0,0.99,93450,"Amazon Digital Services,  Inc.",2,indie,1
1.998,1.998,4.11,nonfiction,9.99,Vintage,5.994,9.99,93452,Random House LLC,43,big five,1
0.758,0.758,5,children,3.79,Ripley Publishing,2.274,3.79,93453,Simon and Schuster Digital Sales Inc,2,big five,1
1.197,2.793,4.38,nonfiction,3.99,(Indie Publisher),0,3.99,93455,"Amazon Digital Services,  Inc.",52,indie,1
1.998,1.998,3.5,nonfiction,9.99,(Small or Medium Publisher),5.994,9.99,93472,"Amazon Digital Services,  Inc.",2,small/medium,1
0.798,0.798,4.72,nonfiction,3.99,(Single-Author Publisher),2.394,3.99,93476,"Amazon Digital Services,  Inc.",18,single author,1
1.2935,0.6965,0,nonfiction,1.99,(Indie Publisher),0,1.99,93480,"Amazon Digital Services,  Inc.",0,indie,1
0.6435,0.3465,2.91,children,0.99,(Indie Publisher),0,0.99,93486,"Amazon Digital Services,  Inc.",12,indie,1
1.647,3.843,4.8,nonfiction,5.49,(Indie Publisher),0,5.49,93487,"Amazon Digital Services,  Inc.",5,indie,1
1.598,1.598,4,comics,7.99,(Small or Medium Publisher),4.794,7.99,93489,"Amazon Digital Services,  Inc.",1,small/medium,1
1.998,1.998,4.77,nonfiction,9.99,(Single-Author Publisher),5.994,9.99,93494,"Amazon Digital Services,  Inc.",18,single author,1
9.0935,4.8965,4.75,nonfiction,13.99,(Indie Publisher),0,13.99,93495,"Amazon Digital Services,  Inc.",4,indie,1
2.6,2.6,4.62,nonfiction,13,Perigee,7.8,13,93497,Penguin Group (USA) LLC,8,big five,1
0.598,0.598,4.33,nonfiction,2.99,(Small or Medium Publisher),1.794,2.99,93529,"Amazon Digital Services,  Inc.",6,small/medium,1
2.798,2.798,3.22,nonfiction,13.99,(Small or Medium Publisher),8.394,13.99,93558,"Amazon Digital Services,  Inc.",18,small/medium,1
1.196,1.196,4.58,children,5.98,Grosset & Dunlap,3.588,5.98,93566,Penguin Group (USA) LLC,24,big five,1
2.298,2.298,3.25,nonfiction,11.49,(Small or Medium Publisher),6.894,11.49,93569,"Amazon Digital Services,  Inc.",4,small/medium,1
0.6435,0.3465,4.16,nonfiction,0.99,(Indie Publisher),0,0.99,93576,"Amazon Digital Services,  Inc.",25,indie,1
2.398,2.398,4.81,nonfiction,11.99,(Small or Medium Publisher),7.194,11.99,93585,"Amazon Digital Services,  Inc.",37,small/medium,1
3.228,3.228,0,nonfiction,16.14,Ten Speed Press,9.684,16.14,93595,Random House LLC,0,big five,1
0.398,0.398,3.63,children,1.99,(Small or Medium Publisher),1.194,1.99,93595,"Amazon Digital Services,  Inc.",96,small/medium,1
2.134,2.134,4.61,nonfiction,10.67,Palgrave Macmillan,6.402,10.67,93620,Macmillan,13,big five,1
0.852,0.852,0,children,4.26,Grosset & Dunlap,2.556,4.26,93621,Penguin Group (USA) LLC,0,big five,1
2.91,2.91,4,nonfiction,14.55,(Small or Medium Publisher),8.73,14.55,93621,"Amazon Digital Services,  Inc.",3,small/medium,1
0.998,0.998,4.57,nonfiction,4.99,(Single-Author Publisher),2.994,4.99,93635,"Amazon Digital Services,  Inc.",61,single author,1
1.998,1.998,4.08,nonfiction,9.99,(Small or Medium Publisher),5.994,9.99,93637,"Amazon Digital Services,  Inc.",108,small/medium,1
1.998,1.998,4.92,nonfiction,9.99,(Small or Medium Publisher),5.994,9.99,93641,"Amazon Digital Services,  Inc.",13,small/medium,1
1.497,3.493,4.27,genre fiction,4.99,(Indie Publisher),0,4.99,93660,"Amazon Digital Services,  Inc.",11,indie,1
0.848,0.848,3,nonfiction,4.24,(Small or Medium Publisher),2.544,4.24,93661,"Amazon Digital Services,  Inc.",1,small/medium,1
1.2935,0.6965,2.5,nonfiction,1.99,(Indie Publisher),0,1.99,93663,"Amazon Digital Services,  Inc.",2,indie,1
0.198,0.198,4,children,0.99,(Small or Medium Publisher),0.594,0.99,93668,"Amazon Digital Services,  Inc.",24,small/medium,1
8.59,8.59,4.71,nonfiction,42.95,(Small or Medium Publisher),25.77,42.95,93670,"Amazon Digital Services,  Inc.",7,small/medium,1
0.598,0.598,4.16,nonfiction,2.99,(Single-Author Publisher),1.794,2.99,93670,"Amazon Digital Services,  Inc.",6,single author,1
0.198,0.198,3.33,children,0.99,(Small or Medium Publisher),0.594,0.99,93671,"Amazon Digital Services,  Inc.",3,small/medium,1
2.085,4.865,0,nonfiction,6.95,(Indie Publisher),0,6.95,93671,"Amazon Digital Services,  Inc.",0,indie,1
3.2,3.2,4.4,nonfiction,16,(Small or Medium Publisher),9.6,16,93672,"Amazon Digital Services,  Inc.",30,small/medium,1
1.598,1.598,4.3,nonfiction,7.99,(Small or Medium Publisher),4.794,7.99,93676,"Amazon Digital Services,  Inc.",10,small/medium,1
0.6435,0.3465,0,nonfiction,0.99,(Indie Publisher),0,0.99,93681,"Amazon Digital Services,  Inc.",0,indie,1
0.598,0.598,1,comics,2.99,(Single-Author Publisher),1.794,2.99,93686,"Amazon Digital Services,  Inc.",1,single author,1
4.598,4.598,4.33,nonfiction,22.99,(Small or Medium Publisher),13.794,22.99,93689,"Amazon Digital Services,  Inc.",3,small/medium,1
1.954,1.954,3.86,nonfiction,9.77,HarperCollins e-books,5.862,9.77,93693,HarperCollins Publishers,104,big five,1
1.778,1.778,4.17,nonfiction,8.89,Palgrave Macmillan,5.334,8.89,93693,Macmillan,46,big five,1
0.6435,0.3465,4.8,genre fiction,0.99,(Indie Publisher),0,0.99,93702,"Amazon Digital Services,  Inc.",5,indie,1
0.6435,0.3465,3.6,nonfiction,0.99,(Indie Publisher),0,0.99,93707,"Amazon Digital Services,  Inc.",5,indie,1
0.598,0.598,4.33,nonfiction,2.99,Anchor,1.794,2.99,93713,Random House LLC,3,big five,1
1.6,1.6,4.72,genre fiction,8,Pocket Books/Star Trek,4.8,8,93718,Simon and Schuster Digital Sales Inc,44,big five,1
11.998,11.998,3.55,nonfiction,59.99,(Small or Medium Publisher),35.994,59.99,93718,"Amazon Digital Services,  Inc.",20,small/medium,1
2.997,6.993,4.71,nonfiction,9.99,(Indie Publisher),0,9.99,93731,"Amazon Digital Services,  Inc.",7,indie,1
5.198,5.198,5,nonfiction,25.99,(Small or Medium Publisher),15.594,25.99,93742,"Amazon Digital Services,  Inc.",3,small/medium,1
1.2675,0.6825,2.33,nonfiction,1.95,(Indie Publisher),0,1.95,93747,"Amazon Digital Services,  Inc.",3,indie,1
0.6435,0.3465,4.5,foreign language,0.99,(Indie Publisher),0,0.99,93748,"Amazon Digital Services,  Inc.",2,indie,1
0.998,0.998,4.29,genre fiction,4.99,(Single-Author Publisher),2.994,4.99,93749,"Amazon Digital Services,  Inc.",64,single author,1
1.778,1.778,4.6,nonfiction,8.89,St. Martin's Griffin,5.334,8.89,93757,Macmillan,71,big five,1
0.398,0.398,4.58,children,1.99,DK Publishing,1.194,1.99,93765,Penguin Group (USA) LLC,36,big five,1
1.497,3.493,4.45,genre fiction,4.99,(Indie Publisher),0,4.99,93766,"Amazon Digital Services,  Inc.",44,indie,1
2.398,2.398,4.41,nonfiction,11.99,Clarkson Potter,7.194,11.99,93769,Random House LLC,99,big five,1
0.897,2.093,0,foreign language,2.99,(Indie Publisher),0,2.99,93773,"Amazon Digital Services,  Inc.",0,indie,1
0.798,0.798,0,foreign language,3.99,(Small or Medium Publisher),2.394,3.99,93779,RCS MediaGroup S.p.A.,0,small/medium,1
0.998,0.998,4.62,genre fiction,4.99,(Single-Author Publisher),2.994,4.99,93782,"Amazon Digital Services,  Inc.",8,single author,1
1.2935,0.6965,4,nonfiction,1.99,(Indie Publisher),0,1.99,93787,"Amazon Digital Services,  Inc.",6,indie,1
1.998,1.998,0,nonfiction,9.99,(Small or Medium Publisher),5.994,9.99,93828,"Amazon Digital Services,  Inc.",0,small/medium,1
0.682,0.682,4.59,children,3.41,(Small or Medium Publisher),2.046,3.41,93830,"Amazon Digital Services,  Inc.",22,small/medium,1
2.808,2.808,3.7,nonfiction,14.04,(Small or Medium Publisher),8.424,14.04,93831,"Amazon Digital Services,  Inc.",20,small/medium,1
1.998,1.998,3,nonfiction,9.99,(Small or Medium Publisher),5.994,9.99,93835,"Amazon Digital Services,  Inc.",1,small/medium,1
8.598,8.598,0,nonfiction,42.99,(Small or Medium Publisher),25.794,42.99,93841,"Amazon Digital Services,  Inc.",0,small/medium,1
0.598,0.598,4,comics,2.99,(Small or Medium Publisher),1.794,2.99,93851,"Amazon Digital Services,  Inc.",1,small/medium,1
0.897,2.093,5,nonfiction,2.99,(Indie Publisher),0,2.99,93854,"Amazon Digital Services,  Inc.",3,indie,1
